Begin Time - msec	End Time - msec	Transcription	NTB	InfoStructure	
144859	145652	mas / &he / era assim / pai e filho que moram no mesmo terreno / e aí / os filhos começam a brigar / e aí eles falam / sai do meu terreno / e o cara nũ quer sair //	e aí eles falam	
145652	146076	mas / &he / era assim / pai e filho que moram no mesmo terreno / e aí / os filhos começam a brigar / e aí eles falam / sai do meu terreno / e o cara nũ quer sair //		
146076	146937	mas / &he / era assim / pai e filho que moram no mesmo terreno / e aí / os filhos começam a brigar / e aí eles falam / sai do meu terreno / e o cara nũ quer sair //	sai do meu terreno	
146937	148112	mas / &he / era assim / pai e filho que moram no mesmo terreno / e aí / os filhos começam a brigar / e aí eles falam / sai do meu terreno / e o cara nũ quer sair //	e o cara nũ quer sair	
149929	150547	e aí / começa a dar briga //	e aí	
150547	152122	e aí / começa a dar briga //	começa a dar briga	
152637	153743	e aí decide tudo / no Judiciário //	e aí decide tudo	
153743	154978	e aí decide tudo / no Judiciário //	no Judiciário	
154978	157074	porque o Judiciário tá aí pra isso //	porque o Judiciário tá aí pra isso	
157981	160283	vizinho que constrói muro indevido / e aí a gente manda / destruir o muro //	vizinho que constrói muro indevido	
160283	161466	vizinho que constrói muro indevido / e aí a gente manda / destruir o muro //	e aí a gente manda	
161466	163152	vizinho que constrói muro indevido / e aí a gente manda / destruir o muro //	destruir o muro	
