Begin Time - msec	End Time - msec	Transcription	NTB	InfoStructure	
29529	31227	aí / por alguma razão / eu nũ sei se é por causa do [/1] já o tempo que eu tô fora de casa / ou / também por causa disso / de o salário dele não ser mais a [/1] a renda maior da casa / eu nũ [/1] nũ entendi muito bem quando eles me [/1] me explicaram / mas algo assim //	a renda maior da casa	PAR
31227	31755	aí / por alguma razão / eu nũ sei se é por causa do [/1] já o tempo que eu tô fora de casa / ou / também por causa disso / de o salário dele não ser mais a [/1] a renda maior da casa / eu nũ [/1] nũ entendi muito bem quando eles me [/1] me explicaram / mas algo assim //	eu nũ [/1]	SCA
31755	33285	aí / por alguma razão / eu nũ sei se é por causa do [/1] já o tempo que eu tô fora de casa / ou / também por causa disso / de o salário dele não ser mais a [/1] a renda maior da casa / eu nũ [/1] nũ entendi muito bem quando eles me [/1] me explicaram / mas algo assim //	nũ entendi muito bem quando eles me [/1]	SCA
33285	34491	aí / por alguma razão / eu nũ sei se é por causa do [/1] já o tempo que eu tô fora de casa / ou / também por causa disso / de o salário dele não ser mais a [/1] a renda maior da casa / eu nũ [/1] nũ entendi muito bem quando eles me [/1] me explicaram / mas algo assim //	me explicaram	PAR
34491	35254	aí / por alguma razão / eu nũ sei se é por causa do [/1] já o tempo que eu tô fora de casa / ou / também por causa disso / de o salário dele não ser mais a [/1] a renda maior da casa / eu nũ [/1] nũ entendi muito bem quando eles me [/1] me explicaram / mas algo assim //	mas algo assim	COM
35825	36443	e aí / isso fez com que eu não fosse mais dependente do meu pai / nesse [/1] no ano passado //	e aí	AUX
36443	38901	e aí / isso fez com que eu não fosse mais dependente do meu pai / nesse [/1] no ano passado //	isso fez com que eu não fosse mais dependente do meu pai	COB
38901	39682	e aí / isso fez com que eu não fosse mais dependente do meu pai / nesse [/1] no ano passado //	nesse [/1]	EMP
39682	40532	e aí / isso fez com que eu não fosse mais dependente do meu pai / nesse [/1] no ano passado //	no ano passado	COM
41039	42329	aí minha mãe me ligou / e falou olha / &he &s [/1] &he / a gente nũ [/3] cê não tem mais dependência do seu pai agora / você [/1] no plano de saúde / que / o trabalho dele oferece / aí / a gente vai ter que procurar outro plano de saúde //	aí minha mãe me ligou	COB
42329	42953	aí minha mãe me ligou / e falou olha / &he &s [/1] &he / a gente nũ [/3] cê não tem mais dependência do seu pai agora / você [/1] no plano de saúde / que / o trabalho dele oferece / aí / a gente vai ter que procurar outro plano de saúde //	e falou olha	COB
42953	44028	aí minha mãe me ligou / e falou olha / &he &s [/1] &he / a gente nũ [/3] cê não tem mais dependência do seu pai agora / você [/1] no plano de saúde / que / o trabalho dele oferece / aí / a gente vai ter que procurar outro plano de saúde //	&he &s [/1]	EMP
44028	44343	aí minha mãe me ligou / e falou olha / &he &s [/1] &he / a gente nũ [/3] cê não tem mais dependência do seu pai agora / você [/1] no plano de saúde / que / o trabalho dele oferece / aí / a gente vai ter que procurar outro plano de saúde //	&he	TMT
44343	45402	aí minha mãe me ligou / e falou olha / &he &s [/1] &he / a gente nũ [/3] cê não tem mais dependência do seu pai agora / você [/1] no plano de saúde / que / o trabalho dele oferece / aí / a gente vai ter que procurar outro plano de saúde //	a gente nũ [/3]	EMP
45402	47445	aí minha mãe me ligou / e falou olha / &he &s [/1] &he / a gente nũ [/3] cê não tem mais dependência do seu pai agora / você [/1] no plano de saúde / que / o trabalho dele oferece / aí / a gente vai ter que procurar outro plano de saúde //	cê não tem mais dependência do seu pai agora	COB
47445	47981	aí minha mãe me ligou / e falou olha / &he &s [/1] &he / a gente nũ [/3] cê não tem mais dependência do seu pai agora / você [/1] no plano de saúde / que / o trabalho dele oferece / aí / a gente vai ter que procurar outro plano de saúde //	você [/1]	EMP
47981	49490	aí minha mãe me ligou / e falou olha / &he &s [/1] &he / a gente nũ [/3] cê não tem mais dependência do seu pai agora / você [/1] no plano de saúde / que / o trabalho dele oferece / aí / a gente vai ter que procurar outro plano de saúde //	no plano de saúde	COB
49490	50217	aí minha mãe me ligou / e falou olha / &he &s [/1] &he / a gente nũ [/3] cê não tem mais dependência do seu pai agora / você [/1] no plano de saúde / que / o trabalho dele oferece / aí / a gente vai ter que procurar outro plano de saúde //	que	EMP
50217	51572	aí minha mãe me ligou / e falou olha / &he &s [/1] &he / a gente nũ [/3] cê não tem mais dependência do seu pai agora / você [/1] no plano de saúde / que / o trabalho dele oferece / aí / a gente vai ter que procurar outro plano de saúde //	o trabalho dele oferece	PAR
51572	52345	aí minha mãe me ligou / e falou olha / &he &s [/1] &he / a gente nũ [/3] cê não tem mais dependência do seu pai agora / você [/1] no plano de saúde / que / o trabalho dele oferece / aí / a gente vai ter que procurar outro plano de saúde //	aí	AUX
52345	54476	aí minha mãe me ligou / e falou olha / &he &s [/1] &he / a gente nũ [/3] cê não tem mais dependência do seu pai agora / você [/1] no plano de saúde / que / o trabalho dele oferece / aí / a gente vai ter que procurar outro plano de saúde //	a gente vai ter que procurar outro plano de saúde	COM
55287	56393	aí a gente / ficou nessa assim / ah / depois procura //	aí a gente	SCA
56393	57099	aí a gente / ficou nessa assim / ah / depois procura //	ficou nessa assim	COB
57099	57222	aí a gente / ficou nessa assim / ah / depois procura //	ah	CMM
57222	58267	aí a gente / ficou nessa assim / ah / depois procura //	depois procura	CMM
58660	59245	aí minha mãe falou / olha / cê quer [/1] quer que eu &che [/4] quer que eu faça aqui / pra quando / cê tiver alguma coisa / você vem pra cá / ou [/1] ou quer fazer aí //	aí minha mãe falou	INT
59245	59600	aí minha mãe falou / olha / cê quer [/1] quer que eu &che [/4] quer que eu faça aqui / pra quando / cê tiver alguma coisa / você vem pra cá / ou [/1] ou quer fazer aí //	olha	COB
59600	60480	aí minha mãe falou / olha / cê quer [/1] quer que eu &che [/4] quer que eu faça aqui / pra quando / cê tiver alguma coisa / você vem pra cá / ou [/1] ou quer fazer aí //	cê quer [/1]	SCA
60480	60966	aí minha mãe falou / olha / cê quer [/1] quer que eu &che [/4] quer que eu faça aqui / pra quando / cê tiver alguma coisa / você vem pra cá / ou [/1] ou quer fazer aí //	quer que eu &che [/4]	EMP
60966	61939	aí minha mãe falou / olha / cê quer [/1] quer que eu &che [/4] quer que eu faça aqui / pra quando / cê tiver alguma coisa / você vem pra cá / ou [/1] ou quer fazer aí //	quer que eu faça aqui	COB
61939	62628	aí minha mãe falou / olha / cê quer [/1] quer que eu &che [/4] quer que eu faça aqui / pra quando / cê tiver alguma coisa / você vem pra cá / ou [/1] ou quer fazer aí //	pra quando	SCA
62628	63778	aí minha mãe falou / olha / cê quer [/1] quer que eu &che [/4] quer que eu faça aqui / pra quando / cê tiver alguma coisa / você vem pra cá / ou [/1] ou quer fazer aí //	cê tiver alguma coisa	PAR
63778	65033	aí minha mãe falou / olha / cê quer [/1] quer que eu &che [/4] quer que eu faça aqui / pra quando / cê tiver alguma coisa / você vem pra cá / ou [/1] ou quer fazer aí //	você vem pra cá	PAR
65033	65263	aí minha mãe falou / olha / cê quer [/1] quer que eu &che [/4] quer que eu faça aqui / pra quando / cê tiver alguma coisa / você vem pra cá / ou [/1] ou quer fazer aí //	ou [/1]	EMP
65263	66249	aí minha mãe falou / olha / cê quer [/1] quer que eu &che [/4] quer que eu faça aqui / pra quando / cê tiver alguma coisa / você vem pra cá / ou [/1] ou quer fazer aí //	ou quer fazer aí	COM
66249	66641	aí eu / pensei / falei acho / que eu vou pesquisar aqui / pra fazer né //	aí eu	SCA
66641	67102	aí eu / pensei / falei acho / que eu vou pesquisar aqui / pra fazer né //	pensei	COB
67102	67514	aí eu / pensei / falei acho / que eu vou pesquisar aqui / pra fazer né //	falei acho	INT
67514	68665	aí eu / pensei / falei acho / que eu vou pesquisar aqui / pra fazer né //	que eu vou pesquisar aqui	CMM
68665	69411	aí eu / pensei / falei acho / que eu vou pesquisar aqui / pra fazer né //	pra fazer né	CMM
70430	70636	aí / ah / tá bom //	aí	AUX
70636	70894	aí / ah / tá bom //	ah	AUX
70894	71319	aí / ah / tá bom //	tá bom	COM
71722	71949	aí / sabe / tipo / foi passando / Carnaval / porque / tinha Carnaval / aí nũ dá pra ver isso no Carnaval / nũ dá pra ver isso / &n [/1] nessa época do ano / né //	aí	AUX
71949	72569	aí / sabe / tipo / foi passando / Carnaval / porque / tinha Carnaval / aí nũ dá pra ver isso no Carnaval / nũ dá pra ver isso / &n [/1] nessa época do ano / né //	sabe	AUX
72569	73163	aí / sabe / tipo / foi passando / Carnaval / porque / tinha Carnaval / aí nũ dá pra ver isso no Carnaval / nũ dá pra ver isso / &n [/1] nessa época do ano / né //	tipo	AUX
73163	73975	aí / sabe / tipo / foi passando / Carnaval / porque / tinha Carnaval / aí nũ dá pra ver isso no Carnaval / nũ dá pra ver isso / &n [/1] nessa época do ano / né //	foi passando	CMM
73975	74796	aí / sabe / tipo / foi passando / Carnaval / porque / tinha Carnaval / aí nũ dá pra ver isso no Carnaval / nũ dá pra ver isso / &n [/1] nessa época do ano / né //	Carnaval	CMM
74796	75817	aí / sabe / tipo / foi passando / Carnaval / porque / tinha Carnaval / aí nũ dá pra ver isso no Carnaval / nũ dá pra ver isso / &n [/1] nessa época do ano / né //	porque	AUX
75817	76679	aí / sabe / tipo / foi passando / Carnaval / porque / tinha Carnaval / aí nũ dá pra ver isso no Carnaval / nũ dá pra ver isso / &n [/1] nessa época do ano / né //	tinha Carnaval	COB
76679	78053	aí / sabe / tipo / foi passando / Carnaval / porque / tinha Carnaval / aí nũ dá pra ver isso no Carnaval / nũ dá pra ver isso / &n [/1] nessa época do ano / né //	aí nũ dá pra ver isso no Carnaval	COB
78053	79895	aí / sabe / tipo / foi passando / Carnaval / porque / tinha Carnaval / aí nũ dá pra ver isso no Carnaval / nũ dá pra ver isso / &n [/1] nessa época do ano / né //	nũ dá pra ver isso	COB
79895	80196	aí / sabe / tipo / foi passando / Carnaval / porque / tinha Carnaval / aí nũ dá pra ver isso no Carnaval / nũ dá pra ver isso / &n [/1] nessa época do ano / né //	&n [/1]	EMP
80196	81069	aí / sabe / tipo / foi passando / Carnaval / porque / tinha Carnaval / aí nũ dá pra ver isso no Carnaval / nũ dá pra ver isso / &n [/1] nessa época do ano / né //	nessa época do ano	COM
81069	81394	aí / sabe / tipo / foi passando / Carnaval / porque / tinha Carnaval / aí nũ dá pra ver isso no Carnaval / nũ dá pra ver isso / &n [/1] nessa época do ano / né //	né	AUX
82044	83610	aí foi passando / aí foi indo / aí tum / hérnia / sabe //	aí foi passando	COB
83610	85234	aí foi passando / aí foi indo / aí tum / hérnia / sabe //	aí foi indo	COB
85234	85979	aí foi passando / aí foi indo / aí tum / hérnia / sabe //	aí tum	CMM
85979	86506	aí foi passando / aí foi indo / aí tum / hérnia / sabe //	hérnia	CMM
86506	87110	aí foi passando / aí foi indo / aí tum / hérnia / sabe //	sabe	COM
87110	88635	<tive o problema> / aí / passei no médico / e tudo mais / e aí / pronto / tinha um problemão né //	<tive o problema>	COB
88635	89154	<tive o problema> / aí / passei no médico / e tudo mais / e aí / pronto / tinha um problemão né //	aí	AUX
89154	90328	<tive o problema> / aí / passei no médico / e tudo mais / e aí / pronto / tinha um problemão né //	passei no médico	COB
90328	91250	<tive o problema> / aí / passei no médico / e tudo mais / e aí / pronto / tinha um problemão né //	e tudo mais	COB
91250	92348	<tive o problema> / aí / passei no médico / e tudo mais / e aí / pronto / tinha um problemão né //	e aí	AUX
92348	92552	<tive o problema> / aí / passei no médico / e tudo mais / e aí / pronto / tinha um problemão né //	pronto	CMM
92552	93855	<tive o problema> / aí / passei no médico / e tudo mais / e aí / pronto / tinha um problemão né //	tinha um problemão né	CMM
94601	95521	yyyy exames / e nũ sei o quê //	yyyy exames	COB
95521	96408	yyyy exames / e nũ sei o quê //	e nũ sei o quê	COM
96408	97535	e aí os meus pais tipo / caraca ele nũ tem plano agora //	e aí os meus pais tipo	INT
97535	99953	e aí os meus pais tipo / caraca ele nũ tem plano agora //	caraca ele nũ tem plano agora	COM
101544	102561	<pelo amor de Deus> //	<pelo amor de Deus>	COM
102561	103589	<mas olha> / &he / apesar disso / foi muito bom tipo / porque / &he / aí eu voltei lá pra [/1] pra minha cidade / e aí eu comecei a passar nos médicos do SUS //	<mas olha>	AUX
103589	104361	<mas olha> / &he / apesar disso / foi muito bom tipo / porque / &he / aí eu voltei lá pra [/1] pra minha cidade / e aí eu comecei a passar nos médicos do SUS //	&he	TMT
104361	105278	<mas olha> / &he / apesar disso / foi muito bom tipo / porque / &he / aí eu voltei lá pra [/1] pra minha cidade / e aí eu comecei a passar nos médicos do SUS //	apesar disso	TOP
105278	106627	<mas olha> / &he / apesar disso / foi muito bom tipo / porque / &he / aí eu voltei lá pra [/1] pra minha cidade / e aí eu comecei a passar nos médicos do SUS //	foi muito bom tipo	COB
106627	107959	<mas olha> / &he / apesar disso / foi muito bom tipo / porque / &he / aí eu voltei lá pra [/1] pra minha cidade / e aí eu comecei a passar nos médicos do SUS //	porque	AUX
107959	108188	<mas olha> / &he / apesar disso / foi muito bom tipo / porque / &he / aí eu voltei lá pra [/1] pra minha cidade / e aí eu comecei a passar nos médicos do SUS //	&he	TMT
108188	109699	<mas olha> / &he / apesar disso / foi muito bom tipo / porque / &he / aí eu voltei lá pra [/1] pra minha cidade / e aí eu comecei a passar nos médicos do SUS //	aí eu voltei lá pra [/1]	SCA
109699	110335	<mas olha> / &he / apesar disso / foi muito bom tipo / porque / &he / aí eu voltei lá pra [/1] pra minha cidade / e aí eu comecei a passar nos médicos do SUS //	pra minha cidade	COB
110335	113134	<mas olha> / &he / apesar disso / foi muito bom tipo / porque / &he / aí eu voltei lá pra [/1] pra minha cidade / e aí eu comecei a passar nos médicos do SUS //	e aí eu comecei a passar nos médicos do SUS	COM
113614	114223	e cara / eu fui / depois / quando / que eu fiz [/4] que eu fiz a [/1] os exames médicos / fiz o acompanhamento / e aí eu fui em vários médicos pra / ter múltiplas / opiniões né //	e cara	AUX
114223	115156	e cara / eu fui / depois / quando / que eu fiz [/4] que eu fiz a [/1] os exames médicos / fiz o acompanhamento / e aí eu fui em vários médicos pra / ter múltiplas / opiniões né //	eu fui	SCA
115156	115566	e cara / eu fui / depois / quando / que eu fiz [/4] que eu fiz a [/1] os exames médicos / fiz o acompanhamento / e aí eu fui em vários médicos pra / ter múltiplas / opiniões né //	depois	SCA
115566	116531	e cara / eu fui / depois / quando / que eu fiz [/4] que eu fiz a [/1] os exames médicos / fiz o acompanhamento / e aí eu fui em vários médicos pra / ter múltiplas / opiniões né //	quando	SCA
116531	117077	e cara / eu fui / depois / quando / que eu fiz [/4] que eu fiz a [/1] os exames médicos / fiz o acompanhamento / e aí eu fui em vários médicos pra / ter múltiplas / opiniões né //	que eu fiz [/4]	EMP
117077	118337	e cara / eu fui / depois / quando / que eu fiz [/4] que eu fiz a [/1] os exames médicos / fiz o acompanhamento / e aí eu fui em vários médicos pra / ter múltiplas / opiniões né //	que eu fiz	SCA
118337	119711	e cara / eu fui / depois / quando / que eu fiz [/4] que eu fiz a [/1] os exames médicos / fiz o acompanhamento / e aí eu fui em vários médicos pra / ter múltiplas / opiniões né //	os exames médicos	COB
119711	121573	e cara / eu fui / depois / quando / que eu fiz [/4] que eu fiz a [/1] os exames médicos / fiz o acompanhamento / e aí eu fui em vários médicos pra / ter múltiplas / opiniões né //	fiz o acompanhamento	SCA
121573	124169	e cara / eu fui / depois / quando / que eu fiz [/4] que eu fiz a [/1] os exames médicos / fiz o acompanhamento / e aí eu fui em vários médicos pra / ter múltiplas / opiniões né //	e aí eu fui em vários médicos pra	SCA
124169	125604	e cara / eu fui / depois / quando / que eu fiz [/4] que eu fiz a [/1] os exames médicos / fiz o acompanhamento / e aí eu fui em vários médicos pra / ter múltiplas / opiniões né //	ter múltiplas	SCA
125604	126454	e cara / eu fui / depois / quando / que eu fiz [/4] que eu fiz a [/1] os exames médicos / fiz o acompanhamento / e aí eu fui em vários médicos pra / ter múltiplas / opiniões né //	opiniões né	COM
127207	130079	e aí todos me falavam que eu tinha que fazer a cirurgia //	e aí todos me falavam que eu tinha que fazer a cirurgia	COM
130079	131307	que meu caso era sério //	que meu caso era sério	COM
