Begin Time - msec	End Time - msec	Transcription	NTB	InfoStructure	
30773	31075	né / então / a [/1] a [/1] a agência Status assim / ela foi parte / sabe / da vida de [/1] de &m [/2] de muita gente //	a [/1]	EMP
31075	31904	né / então / a [/1] a [/1] a agência Status assim / ela foi parte / sabe / da vida de [/1] de &m [/2] de muita gente //	a [/1]	EMP
31904	33622	né / então / a [/1] a [/1] a agência Status assim / ela foi parte / sabe / da vida de [/1] de &m [/2] de muita gente //	a agência Status assim	TOP
33622	35306	né / então / a [/1] a [/1] a agência Status assim / ela foi parte / sabe / da vida de [/1] de &m [/2] de muita gente //	ela foi parte	COM
35306	35953	né / então / a [/1] a [/1] a agência Status assim / ela foi parte / sabe / da vida de [/1] de &m [/2] de muita gente //	sabe	AUX
35953	36583	né / então / a [/1] a [/1] a agência Status assim / ela foi parte / sabe / da vida de [/1] de &m [/2] de muita gente //	da vida de [/1]	SCA
36583	36783	né / então / a [/1] a [/1] a agência Status assim / ela foi parte / sabe / da vida de [/1] de &m [/2] de muita gente //	de &m [/2]	EMP
36783	37971	né / então / a [/1] a [/1] a agência Status assim / ela foi parte / sabe / da vida de [/1] de &m [/2] de muita gente //	de muita gente	COM
38286	40078	virou Café Status / né //	virou Café Status	COM
40078	40505	virou Café Status / né //	né	AUX
40505	40934	e / eu comecei a dar aula pro Gustavo / nessa escola de inglês +	e	AUX
40934	43434	e / eu comecei a dar aula pro Gustavo / nessa escola de inglês +	eu comecei a dar aula pro Gustavo	TOP
43434	44780	e / eu comecei a dar aula pro Gustavo / nessa escola de inglês +	nessa escola de inglês +	COB
45950	46572	não não //	não não	COM
46572	47773	esse Gustavo / &he esse meu [/1] meu aluno //	esse Gustavo	TOP
47773	48556	esse Gustavo / &he esse meu [/1] meu aluno //	&he	TMT
48556	49370	esse Gustavo / &he esse meu [/1] meu aluno //	esse meu [/1]	SCA
49370	50051	esse Gustavo / &he esse meu [/1] meu aluno //	meu aluno	COM
50708	52336	e aí ele falou assim / ah / &he / tipo cê dá aula por fora / eu falei dou / e tal //	e aí ele falou assim	INT
52336	52986	e aí ele falou assim / ah / &he / tipo cê dá aula por fora / eu falei dou / e tal //	ah	COB
52986	54643	e aí ele falou assim / ah / &he / tipo cê dá aula por fora / eu falei dou / e tal //	&he	TMT
54643	56227	e aí ele falou assim / ah / &he / tipo cê dá aula por fora / eu falei dou / e tal //	tipo cê dá aula por fora	COB
56227	57050	e aí ele falou assim / ah / &he / tipo cê dá aula por fora / eu falei dou / e tal //	eu falei dou	COM
57050	57274	e aí ele falou assim / ah / &he / tipo cê dá aula por fora / eu falei dou / e tal //	e tal	APC
57274	57701	ele falou assim / ah / eu gostaria de ter aula [/5] gostei de ter aula com você e tudo / gostaria de ter aula com você / cê [/1] cê pode me dar aula na Status //	ele falou assim	INT
57701	57832	ele falou assim / ah / eu gostaria de ter aula [/5] gostei de ter aula com você e tudo / gostaria de ter aula com você / cê [/1] cê pode me dar aula na Status //	ah	AUX
57832	58837	ele falou assim / ah / eu gostaria de ter aula [/5] gostei de ter aula com você e tudo / gostaria de ter aula com você / cê [/1] cê pode me dar aula na Status //	eu gostaria de ter aula [/5]	EMP
58837	60272	ele falou assim / ah / eu gostaria de ter aula [/5] gostei de ter aula com você e tudo / gostaria de ter aula com você / cê [/1] cê pode me dar aula na Status //	gostei de ter aula com você e tudo	COB
60272	61330	ele falou assim / ah / eu gostaria de ter aula [/5] gostei de ter aula com você e tudo / gostaria de ter aula com você / cê [/1] cê pode me dar aula na Status //	gostaria de ter aula com você	COB
61330	61499	ele falou assim / ah / eu gostaria de ter aula [/5] gostei de ter aula com você e tudo / gostaria de ter aula com você / cê [/1] cê pode me dar aula na Status //	cê [/1]	EMP
61499	63128	ele falou assim / ah / eu gostaria de ter aula [/5] gostei de ter aula com você e tudo / gostaria de ter aula com você / cê [/1] cê pode me dar aula na Status //	cê pode me dar aula na Status	COM
63128	63798	aí eu falei / posso //	aí eu falei	INT
63798	64320	aí eu falei / posso //	posso	COM
64320	65270	tipo é super tranquilo // era mais perto inclusive do que a [/1] a escola //	tipo é super tranquilo	COM
65270	66759	tipo é super tranquilo // era mais perto inclusive do que a [/1] a escola //	era mais perto inclusive do que a [/1]	SCA
66759	67347	tipo é super tranquilo // era mais perto inclusive do que a [/1] a escola //	a escola	COM
68314	69803	e aí / eu fui saber que ele era o filho do dono da Status //	e aí	AUX
69803	72700	e aí / eu fui saber que ele era o filho do dono da Status //	eu fui saber que ele era o filho do dono da Status	COM
74495	76336	a Status que eu ia / que era só um corredorzinho / que depois virou / né / um negócio enorme / era um [/1] um [/1] um corredorzinho / e / assim / e aí /  nũ sei porque que eu / <cheguei nisso> +	a Status que eu ia	TOP
76336	77920	a Status que eu ia / que era só um corredorzinho / que depois virou / né / um negócio enorme / era um [/1] um [/1] um corredorzinho / e / assim / e aí /  nũ sei porque que eu / <cheguei nisso> +	que era só um corredorzinho	PAR
77920	79367	a Status que eu ia / que era só um corredorzinho / que depois virou / né / um negócio enorme / era um [/1] um [/1] um corredorzinho / e / assim / e aí /  nũ sei porque que eu / <cheguei nisso> +	que depois virou	PAR
79367	79692	a Status que eu ia / que era só um corredorzinho / que depois virou / né / um negócio enorme / era um [/1] um [/1] um corredorzinho / e / assim / e aí /  nũ sei porque que eu / <cheguei nisso> +	né	PAR
79692	81357	a Status que eu ia / que era só um corredorzinho / que depois virou / né / um negócio enorme / era um [/1] um [/1] um corredorzinho / e / assim / e aí /  nũ sei porque que eu / <cheguei nisso> +	um negócio enorme	PAR
81357	82056	a Status que eu ia / que era só um corredorzinho / que depois virou / né / um negócio enorme / era um [/1] um [/1] um corredorzinho / e / assim / e aí /  nũ sei porque que eu / <cheguei nisso> +	era um [/1]	SCA
82056	82511	a Status que eu ia / que era só um corredorzinho / que depois virou / né / um negócio enorme / era um [/1] um [/1] um corredorzinho / e / assim / e aí /  nũ sei porque que eu / <cheguei nisso> +	um [/1]	EMP
82511	83806	a Status que eu ia / que era só um corredorzinho / que depois virou / né / um negócio enorme / era um [/1] um [/1] um corredorzinho / e / assim / e aí /  nũ sei porque que eu / <cheguei nisso> +	um corredorzinho e	COB
83806	84504	a Status que eu ia / que era só um corredorzinho / que depois virou / né / um negócio enorme / era um [/1] um [/1] um corredorzinho / e / assim / e aí /  nũ sei porque que eu / <cheguei nisso> +	e	AUX
84504	85166	a Status que eu ia / que era só um corredorzinho / que depois virou / né / um negócio enorme / era um [/1] um [/1] um corredorzinho / e / assim / e aí /  nũ sei porque que eu / <cheguei nisso> +	assim	AUX
85166	86593	a Status que eu ia / que era só um corredorzinho / que depois virou / né / um negócio enorme / era um [/1] um [/1] um corredorzinho / e / assim / e aí /  nũ sei porque que eu / <cheguei nisso> +	e aí	AUX
86593	88201	a Status que eu ia / que era só um corredorzinho / que depois virou / né / um negócio enorme / era um [/1] um [/1] um corredorzinho / e / assim / e aí /  nũ sei porque que eu / <cheguei nisso> +	nũ sei porque que eu	SCA
88201	89296	a Status que eu ia / que era só um corredorzinho / que depois virou / né / um negócio enorme / era um [/1] um [/1] um corredorzinho / e / assim / e aí /  nũ sei porque que eu / <cheguei nisso> +	<cheguei nisso> +	PAR
90344	91649	<ah é> //	<ah é>	COM
91649	93305	aí eu comecei a dar aula particular / achei que eu fosse odiar / mas na verdade / eu gostei / eu [/1] hoje eu vejo que depende &n [/1] né / do aluno / da interação que cê tem com aluno / &he / em dois-mil-e-sete eu comecei a dar aula de [/1] de business //	aí eu comecei a dar aula particular	COB
93305	94317	aí eu comecei a dar aula particular / achei que eu fosse odiar / mas na verdade / eu gostei / eu [/1] hoje eu vejo que depende &n [/1] né / do aluno / da interação que cê tem com aluno / &he / em dois-mil-e-sete eu comecei a dar aula de [/1] de business //	achei que eu fosse odiar	PAR
94317	95089	aí eu comecei a dar aula particular / achei que eu fosse odiar / mas na verdade / eu gostei / eu [/1] hoje eu vejo que depende &n [/1] né / do aluno / da interação que cê tem com aluno / &he / em dois-mil-e-sete eu comecei a dar aula de [/1] de business //	mas na verdade	SCA
95089	96173	aí eu comecei a dar aula particular / achei que eu fosse odiar / mas na verdade / eu gostei / eu [/1] hoje eu vejo que depende &n [/1] né / do aluno / da interação que cê tem com aluno / &he / em dois-mil-e-sete eu comecei a dar aula de [/1] de business //	eu gostei	PAR
96173	96511	aí eu comecei a dar aula particular / achei que eu fosse odiar / mas na verdade / eu gostei / eu [/1] hoje eu vejo que depende &n [/1] né / do aluno / da interação que cê tem com aluno / &he / em dois-mil-e-sete eu comecei a dar aula de [/1] de business //	eu [/1]	EMP
96511	97855	aí eu comecei a dar aula particular / achei que eu fosse odiar / mas na verdade / eu gostei / eu [/1] hoje eu vejo que depende &n [/1] né / do aluno / da interação que cê tem com aluno / &he / em dois-mil-e-sete eu comecei a dar aula de [/1] de business //	hoje eu vejo que depende &n [/1]	PAR
97855	98199	aí eu comecei a dar aula particular / achei que eu fosse odiar / mas na verdade / eu gostei / eu [/1] hoje eu vejo que depende &n [/1] né / do aluno / da interação que cê tem com aluno / &he / em dois-mil-e-sete eu comecei a dar aula de [/1] de business //	né	PAR
98199	98848	aí eu comecei a dar aula particular / achei que eu fosse odiar / mas na verdade / eu gostei / eu [/1] hoje eu vejo que depende &n [/1] né / do aluno / da interação que cê tem com aluno / &he / em dois-mil-e-sete eu comecei a dar aula de [/1] de business //	do aluno	PAR
98848	100935	aí eu comecei a dar aula particular / achei que eu fosse odiar / mas na verdade / eu gostei / eu [/1] hoje eu vejo que depende &n [/1] né / do aluno / da interação que cê tem com aluno / &he / em dois-mil-e-sete eu comecei a dar aula de [/1] de business //	da interação que cê tem com aluno	PAR
100935	102192	aí eu comecei a dar aula particular / achei que eu fosse odiar / mas na verdade / eu gostei / eu [/1] hoje eu vejo que depende &n [/1] né / do aluno / da interação que cê tem com aluno / &he / em dois-mil-e-sete eu comecei a dar aula de [/1] de business //	&he	TMT
102192	104685	aí eu comecei a dar aula particular / achei que eu fosse odiar / mas na verdade / eu gostei / eu [/1] hoje eu vejo que depende &n [/1] né / do aluno / da interação que cê tem com aluno / &he / em dois-mil-e-sete eu comecei a dar aula de [/1] de business //	em dois-mil-e-sete eu comecei a dar aula de [/1]	SCA
104685	106064	aí eu comecei a dar aula particular / achei que eu fosse odiar / mas na verdade / eu gostei / eu [/1] hoje eu vejo que depende &n [/1] né / do aluno / da interação que cê tem com aluno / &he / em dois-mil-e-sete eu comecei a dar aula de [/1] de business //	de business	COM
107479	108625	que / changed my life //	que	SCA
108625	109819	que / changed my life //	changed my life	COM
110337	110852	assim / foi a coisa que eu mais gostei //	assim	AUX
110852	112366	assim / foi a coisa que eu mais gostei //	foi a coisa que eu mais gostei	COB
113126	114671	eu amava ir pras [/1] pras empresas / ainda vou né / mas agora assim / bem menos //	eu amava ir pras [/1]	SCA
114671	116021	eu amava ir pras [/1] pras empresas / ainda vou né / mas agora assim / bem menos //	pras empresas	COB
116021	117131	eu amava ir pras [/1] pras empresas / ainda vou né / mas agora assim / bem menos //	ainda vou né	COB
117131	118319	eu amava ir pras [/1] pras empresas / ainda vou né / mas agora assim / bem menos //	mas agora assim	
118319	119558	eu amava ir pras [/1] pras empresas / ainda vou né / mas agora assim / bem menos //	bem menos	COM
120021	121661	mas eu amava ir pras [/1] pras [/1] pras empresas / e eu aproveitava aquela [/1] aquela oportunidade / pra eu assim / aprender / tudo / que [/1] que eu pudesse aprender / ali //	mas eu amava ir pras [/1]	SCA
121661	122427	mas eu amava ir pras [/1] pras [/1] pras empresas / e eu aproveitava aquela [/1] aquela oportunidade / pra eu assim / aprender / tudo / que [/1] que eu pudesse aprender / ali //	pras [/1]	EMP
122427	123708	mas eu amava ir pras [/1] pras [/1] pras empresas / e eu aproveitava aquela [/1] aquela oportunidade / pra eu assim / aprender / tudo / que [/1] que eu pudesse aprender / ali //	pras empresas	COB
123708	125502	mas eu amava ir pras [/1] pras [/1] pras empresas / e eu aproveitava aquela [/1] aquela oportunidade / pra eu assim / aprender / tudo / que [/1] que eu pudesse aprender / ali //	e eu aproveitava aquela [/1]	SCA
125502	126564	mas eu amava ir pras [/1] pras [/1] pras empresas / e eu aproveitava aquela [/1] aquela oportunidade / pra eu assim / aprender / tudo / que [/1] que eu pudesse aprender / ali //	aquela oportunidade	COB
126564	127310	mas eu amava ir pras [/1] pras [/1] pras empresas / e eu aproveitava aquela [/1] aquela oportunidade / pra eu assim / aprender / tudo / que [/1] que eu pudesse aprender / ali //	pra eu assim	
127310	128834	mas eu amava ir pras [/1] pras [/1] pras empresas / e eu aproveitava aquela [/1] aquela oportunidade / pra eu assim / aprender / tudo / que [/1] que eu pudesse aprender / ali //	aprender	COB
128834	129690	mas eu amava ir pras [/1] pras [/1] pras empresas / e eu aproveitava aquela [/1] aquela oportunidade / pra eu assim / aprender / tudo / que [/1] que eu pudesse aprender / ali //	tudo	COB
129690	131417	mas eu amava ir pras [/1] pras [/1] pras empresas / e eu aproveitava aquela [/1] aquela oportunidade / pra eu assim / aprender / tudo / que [/1] que eu pudesse aprender / ali //	que [/1]	EMP
131417	132728	mas eu amava ir pras [/1] pras [/1] pras empresas / e eu aproveitava aquela [/1] aquela oportunidade / pra eu assim / aprender / tudo / que [/1] que eu pudesse aprender / ali //	que eu pudesse aprender	COB
132728	133121	mas eu amava ir pras [/1] pras [/1] pras empresas / e eu aproveitava aquela [/1] aquela oportunidade / pra eu assim / aprender / tudo / que [/1] que eu pudesse aprender / ali //	ali	COM
133543	134099	então / eu pedia pro meu aluno falar do trabalho dele / em inglês obviamente / a gente tinha livro e tudo / mas eu sempre levava / pro trabalho / do aluno //	então	AUX
134099	137105	então / eu pedia pro meu aluno falar do trabalho dele / em inglês obviamente / a gente tinha livro e tudo / mas eu sempre levava / pro trabalho / do aluno //	eu pedia pro meu aluno falar do trabalho dele	COB
137105	138339	então / eu pedia pro meu aluno falar do trabalho dele / em inglês obviamente / a gente tinha livro e tudo / mas eu sempre levava / pro trabalho / do aluno //	em inglês obviamente	PAR
138339	139647	então / eu pedia pro meu aluno falar do trabalho dele / em inglês obviamente / a gente tinha livro e tudo / mas eu sempre levava / pro trabalho / do aluno //	a gente tinha livro e tudo	PAR
139647	141245	então / eu pedia pro meu aluno falar do trabalho dele / em inglês obviamente / a gente tinha livro e tudo / mas eu sempre levava / pro trabalho / do aluno //	mas eu sempre levava	SCA
141245	142082	então / eu pedia pro meu aluno falar do trabalho dele / em inglês obviamente / a gente tinha livro e tudo / mas eu sempre levava / pro trabalho / do aluno //	pro trabalho	SCA
142082	143110	então / eu pedia pro meu aluno falar do trabalho dele / em inglês obviamente / a gente tinha livro e tudo / mas eu sempre levava / pro trabalho / do aluno //	do aluno	COM
143309	144587	que isso ia ajudá-lo +	que isso ia ajudá-lo	EMP
144699	145416	olha quem chegou //	olha quem chegou	COM
146741	147216	é //	é	COM
147432	148736	ela é a mais arisca //	ela é a mais arisca	COM
150117	150998	ela é a Harpinha //	ela é a Harpinha	COM
151274	151974	é a primeira //	é a primeira	COM
154167	154737	nts <é> //	nts <é>	COM
156732	157448	é //	é	COM
157647	158357	ela é / é muito linda //	ela é	SCA
158357	159279	ela é / é muito linda //	é muito linda	COM
