Begin Time - msec	End Time - msec	Transcription	NTB	InfoStructure	
43541	44810	em que cê tem / a sua família garantida por documento / porque você é filho de nũ sei o que / seu erregê vem / escrito isso / cê tem certidão de nascimento / nũ tinha isso // 	porque você é filho de nũ sei o que	PAR
44810	45700	em que cê tem / a sua família garantida por documento / porque você é filho de nũ sei o que / seu erregê vem / escrito isso / cê tem certidão de nascimento / nũ tinha isso // 	seu erregê vem	PAR
45700	46309	em que cê tem / a sua família garantida por documento / porque você é filho de nũ sei o que / seu erregê vem / escrito isso / cê tem certidão de nascimento / nũ tinha isso // 	escrito isso	PAR
46309	47266	em que cê tem / a sua família garantida por documento / porque você é filho de nũ sei o que / seu erregê vem / escrito isso / cê tem certidão de nascimento / nũ tinha isso // 	cê tem certidão de nascimento	PAR
47266	47986	em que cê tem / a sua família garantida por documento / porque você é filho de nũ sei o que / seu erregê vem / escrito isso / cê tem certidão de nascimento / nũ tinha isso // 	nũ tinha isso	COM
48470	50460	então como que você se identifica //	então como que você se identifica	COM
50460	50682	né / cê se identifica falando da sua linhagem / sabe //	né	AUX
50682	53234	né / cê se identifica falando da sua linhagem / sabe //	cê se identifica falando da sua linhagem	COM
53234	53686	né / cê se identifica falando da sua linhagem / sabe //	sabe	AUX
53706	54094	também / tem outra coisa / além de você se identificar meio que falando da sua linhagem / você / também identifica / se os seus eram boas pessoas //	também	SCA
54094	54779	também / tem outra coisa / além de você se identificar meio que falando da sua linhagem / você / também identifica / se os seus eram boas pessoas //	tem outra coisa	COB
54779	57526	também / tem outra coisa / além de você se identificar meio que falando da sua linhagem / você / também identifica / se os seus eram boas pessoas //	além de você se identificar meio que falando da sua linhagem	TOP
57526	58812	também / tem outra coisa / além de você se identificar meio que falando da sua linhagem / você / também identifica / se os seus eram boas pessoas //	você	SCA
58812	60426	também / tem outra coisa / além de você se identificar meio que falando da sua linhagem / você / também identifica / se os seus eram boas pessoas //	também identifica	TOP
60426	62199	também / tem outra coisa / além de você se identificar meio que falando da sua linhagem / você / também identifica / se os seus eram boas pessoas //	se os seus eram boas pessoas	COM
62199	65120	 porque isso vai mudar totalmente a impressão que vão ter de você //	porque isso vai mudar totalmente a impressão que vão ter de você	COM
65446	66585	aquela coisa mesmo de interior / até hoje cidade pequena <tem isso> //	aquela coisa mesmo de interior	COB
66585	68040	aquela coisa mesmo de interior / até hoje cidade pequena <tem isso> //	até hoje cidade pequena <tem isso>	COM
68467	69277	tipo assim / ah não o' / filha do fulano / sabe //	tipo assim	INT
69277	69701	tipo assim / ah não o' / filha do fulano / sabe //	ah não o'	COB
69701	70723	tipo assim / ah não o' / filha do fulano / sabe //	filha do fulano	COM
70723	71071	tipo assim / ah não o' / filha do fulano / sabe //	sabe	AUX
71559	72826	porque tipo <ela com certeza é ruim> / <porque o pai é ruim> //	porque tipo <ela com certeza é ruim>	CMM
72826	73776	porque tipo <ela com certeza é ruim> / <porque o pai é ruim> //	<porque o pai é ruim>	CMM
74202	75455	&he qual que é a sua família //	&he qual que é a sua família	COM
75919	77470	cê é filho dos Leocádio //	cê é filho dos Leocádio	COM
78036	78432	sabe / tipo assim +	sabe	CMM
78432	79088	sabe / tipo assim +	tipo assim +	CMM
79611	80166	<é> //	<é>	COM
80979	81847	cê [/1] cê é filho dos Leão da Silveira //	cê [/1]	EMP
81847	83738	cê [/1] cê é filho dos Leão da Silveira //	cê é filho dos Leão da Silveira	COM
84116	84370	sabe / aquelas +	sabe	AUX
84370	84885	sabe / aquelas +	aquelas +	COM
85193	85399	é / Leão da Silveira //	é	CMM
85399	86281	é / Leão da Silveira //	Leão da Silveira	COM
86510	88796	é aquelas família quatrocentista de São Paulo / <sabe> //	é aquelas família quatrocentista de São Paulo	COM
88796	89159	é aquelas família quatrocentista de São Paulo / <sabe> //	<sabe>	APT
90277	90513	não / nũ tô falando um nome específico não / tô &f [/1] dando <um exemplo> / né //	não	CMM
90513	91807	não / nũ tô falando um nome específico não / tô &f [/1] dando <um exemplo> / né //	nũ tô falando um nome específico não	CMM
91807	92060	não / nũ tô falando um nome específico não / tô &f [/1] dando <um exemplo> / né //	tô &f [/1]	SCA
92060	92852	não / nũ tô falando um nome específico não / tô &f [/1] dando <um exemplo> / né //	dando <um exemplo>	CMM
92852	93147	não / nũ tô falando um nome específico não / tô &f [/1] dando <um exemplo> / né //	né	AUX
95629	96049	Pinda não //	Pinda não	COM
96049	97334	 Pinda é duzentos &hab [/3] é duzentos mil habitantes //	Pinda é duzentos &hab [/3]	SCA
97334	98443	 Pinda é duzentos &hab [/3] é duzentos mil habitantes //	é duzentos mil habitantes	COM
102802	103788	<Pinda nũ> [/2] &p [/1] Pinda não pergunta //	<Pinda nũ> [/2]	EMP
103788	104079	<Pinda nũ> [/2] &p [/1] Pinda não pergunta //	&p [/1]	EMP
104079	105046	<Pinda nũ> [/2] &p [/1] Pinda não pergunta //	Pinda não pergunta //	COM
105501	106962	Pinda não pergunta mais não //	Pinda não pergunta mais não	COM
108325	110880	a não ser que cê realmente seja de uma família rica assim / sabe //	a não ser que cê realmente seja de uma família rica assim	COM
110880	111258	a não ser que cê realmente seja de uma família rica assim / sabe //	sabe	AUX
111258	111709	que daí / cê deve ter fazenda em Pinda / aí eles devem <te conhecer> //	que daí	AUX
111709	113015	que daí / cê deve ter fazenda em Pinda / aí eles devem <te conhecer> //	cê deve ter fazenda em Pinda	SCA
113015	114069	que daí / cê deve ter fazenda em Pinda / aí eles devem <te conhecer> //	e aí eles devem <te conhecer>	COB
116744	117289	hhh é / com certeza //	hhh é	COM
117289	118347	hhh é / com certeza //	com certeza	CMM
118480	119642	porque Oliveira é um nome / super / de linhagem / no Brasil / né //	porque Oliveira é um nome	SCA
119642	120648	porque Oliveira é um nome / super / de linhagem / no Brasil / né //	super	SCA
120648	121329	porque Oliveira é um nome / super / de linhagem / no Brasil / né //	de linhagem	SCA
121329	122044	porque Oliveira é um nome / super / de linhagem / no Brasil / né //	no Brasil	SCA
122044	122199	porque Oliveira é um nome / super / de linhagem / no Brasil / né //	né	CMM
122458	122908	Oliveira / e Mello / né //	Oliveira	CMM
122908	123407	Oliveira / e Mello / né //	e Mello	CMM
123407	123638	Oliveira / e Mello / né //	né	AUX
123987	124534	<ai> / tão português de linhagem //	<ai>	CMM
124534	126131	<ai> / tão português de linhagem //	tão português de linhagem	CMM
127915	128702	nem queria / nem gostaria de ser sangue português / desgraça hhh // 	nem queria	COB
128702	130441	nem queria / nem gostaria de ser sangue português / desgraça hhh // 	nem gostaria de ser sangue português	COB
130441	131413	nem queria / nem gostaria de ser sangue português / desgraça hhh // 	desgraça hhh	COM
133041	133347	vem / coloniza a gente / e ainda zoa toda nossa cultura / e a gente ainda só / paga o pato e continua reproduzindo / que é mais burro ainda / né //	vem	COB
133347	134241	vem / coloniza a gente / e ainda zoa toda nossa cultura / e a gente ainda só / paga o pato e continua reproduzindo / que é mais burro ainda / né //	coloniza a gente	COB
134241	135950	vem / coloniza a gente / e ainda zoa toda nossa cultura / e a gente ainda só / paga o pato e continua reproduzindo / que é mais burro ainda / né //	e ainda zoa toda nossa cultura	SCA
135950	137103	vem / coloniza a gente / e ainda zoa toda nossa cultura / e a gente ainda só / paga o pato e continua reproduzindo / que é mais burro ainda / né //	e a gente ainda só	SCA
137103	137618	vem / coloniza a gente / e ainda zoa toda nossa cultura / e a gente ainda só / paga o pato e continua reproduzindo / que é mais burro ainda / né //	paga o pato	CMM
137618	138505	vem / coloniza a gente / e ainda zoa toda nossa cultura / e a gente ainda só / paga o pato e continua reproduzindo / que é mais burro ainda / né //	e continua reproduzindo	CMM
138505	139374	vem / coloniza a gente / e ainda zoa toda nossa cultura / e a gente ainda só / paga o pato e continua reproduzindo / que é mais burro ainda / né //	que é mais burro ainda	COM
139374	139556	vem / coloniza a gente / e ainda zoa toda nossa cultura / e a gente ainda só / paga o pato e continua reproduzindo / que é mais burro ainda / né //	né	AUX
140527	141963	a gente continua reproduzindo / queimando floresta / matando índio //	a gente continua reproduzindo	COB
141963	142950	a gente continua reproduzindo / queimando floresta / matando índio //	queimando floresta	COB
142950	143993	a gente continua reproduzindo / queimando floresta / matando índio //	matando índio	COM
143993	144223	a gente continua reproduzindo / queimando floresta / matando índio //	né	AUX
