Begin Time - msec	End Time - msec	Transcription	NTB	InfoStructure	
25187	26370	então se eu fizer isso aqui c' esse sujeito aqui / eu posso fazer lá na China / se eu reproduzir meu método / tá ligado / dentro da cultura / e adequando et cetera / e vai dar bom / né //	se eu reproduzir meu método	PAR
26370	27200	então se eu fizer isso aqui c' esse sujeito aqui / eu posso fazer lá na China / se eu reproduzir meu método / tá ligado / dentro da cultura / e adequando et cetera / e vai dar bom / né //	tá ligado	PAR
27200	28048	então se eu fizer isso aqui c' esse sujeito aqui / eu posso fazer lá na China / se eu reproduzir meu método / tá ligado / dentro da cultura / e adequando et cetera / e vai dar bom / né //	dentro da cultura	PAR
28048	29067	então se eu fizer isso aqui c' esse sujeito aqui / eu posso fazer lá na China / se eu reproduzir meu método / tá ligado / dentro da cultura / e adequando et cetera / e vai dar bom / né //	e adequando e et cetera	PAR
29067	29721	então se eu fizer isso aqui c' esse sujeito aqui / eu posso fazer lá na China / se eu reproduzir meu método / tá ligado / dentro da cultura / e adequando et cetera / e vai dar bom / né //	e vai dar bom	CMM
29721	29968	então se eu fizer isso aqui c' esse sujeito aqui / eu posso fazer lá na China / se eu reproduzir meu método / tá ligado / dentro da cultura / e adequando et cetera / e vai dar bom / né //	né	AUX
30583	32769	então falta um pouco desse metodismo assim / talvez [/1] que talvez enfim / seja da especificidade / né / de cada campo dentro da área / eu não sei //	então falta um pouco desse metodismo assim	COB
32769	33965	então falta um pouco desse metodismo assim / talvez [/1] que talvez enfim / seja da especificidade / né / de cada campo dentro da área / eu não sei //	talvez [/1]	SCA
33965	34582	então falta um pouco desse metodismo assim / talvez [/1] que talvez enfim / seja da especificidade / né / de cada campo dentro da área / eu não sei //	que talvez enfim	INT
34582	35920	então falta um pouco desse metodismo assim / talvez [/1] que talvez enfim / seja da especificidade / né / de cada campo dentro da área / eu não sei //	seja da especificidade	COB
35920	36331	então falta um pouco desse metodismo assim / talvez [/1] que talvez enfim / seja da especificidade / né / de cada campo dentro da área / eu não sei //	né	AUX
36331	37360	então falta um pouco desse metodismo assim / talvez [/1] que talvez enfim / seja da especificidade / né / de cada campo dentro da área / eu não sei //	de cada campo dentro da área	COB
37360	38258	então falta um pouco desse metodismo assim / talvez [/1] que talvez enfim / seja da especificidade / né / de cada campo dentro da área / eu não sei //	eu não sei	COM
38701	39703	mas veio pra ela / enquanto uma questão / e que tinha que ser trabalhada / e nũ sei o quê / e eu realmente acho que / nossa iniciação docência ela é muito / pífia assim / sabe / a gente <precisa> +	mas veio pra ela	COB
39703	40576	mas veio pra ela / enquanto uma questão / e que tinha que ser trabalhada / e nũ sei o quê / e eu realmente acho que / nossa iniciação docência ela é muito / pífia assim / sabe / a gente <precisa> +	enquanto uma questão	COB
40576	41972	mas veio pra ela / enquanto uma questão / e que tinha que ser trabalhada / e nũ sei o quê / e eu realmente acho que / nossa iniciação docência ela é muito / pífia assim / sabe / a gente <precisa> +	e que tinha que ser trabalhada	COB
41972	42354	mas veio pra ela / enquanto uma questão / e que tinha que ser trabalhada / e nũ sei o quê / e eu realmente acho que / nossa iniciação docência ela é muito / pífia assim / sabe / a gente <precisa> +	e nũ sei o quê	COB
42354	43456	mas veio pra ela / enquanto uma questão / e que tinha que ser trabalhada / e nũ sei o quê / e eu realmente acho que / nossa iniciação docência ela é muito / pífia assim / sabe / a gente <precisa> +	e eu realmente acho que	SCA
43456	45850	mas veio pra ela / enquanto uma questão / e que tinha que ser trabalhada / e nũ sei o quê / e eu realmente acho que / nossa iniciação docência ela é muito / pífia assim / sabe / a gente <precisa> +	nossa iniciação docência ela é muito	SCA
45850	46653	mas veio pra ela / enquanto uma questão / e que tinha que ser trabalhada / e nũ sei o quê / e eu realmente acho que / nossa iniciação docência ela é muito / pífia assim / sabe / a gente <precisa> +		
46653	47304	mas veio pra ela / enquanto uma questão / e que tinha que ser trabalhada / e nũ sei o quê / e eu realmente acho que / nossa iniciação docência ela é muito / pífia assim / sabe / a gente <precisa> +	pífia assim	COB
47304	47562	mas veio pra ela / enquanto uma questão / e que tinha que ser trabalhada / e nũ sei o quê / e eu realmente acho que / nossa iniciação docência ela é muito / pífia assim / sabe / a gente <precisa> +	sabe	AUX
47562	48268	mas veio pra ela / enquanto uma questão / e que tinha que ser trabalhada / e nũ sei o quê / e eu realmente acho que / nossa iniciação docência ela é muito / pífia assim / sabe / a gente <precisa> +	a gente <precisa> +	EMP
48551	49067	sim //	sim	COM
49067	49968	a gente precisa melhorar / sabe //	a gente precisa melhorar	
49968	51048	a gente precisa melhorar / sabe //	sabe	
51048	52497	e essa carreira acadêmica / vai por esse viés / né / científico //	e essa carreira acadêmica	TOP
52497	53402	e essa carreira acadêmica / vai por esse viés / né / científico //	vai por esse viés	COM
53402	53702	e essa carreira acadêmica / vai por esse viés / né / científico //	né	AUX
53702	54297	e essa carreira acadêmica / vai por esse viés / né / científico //	científico	COM
55170	55679	enfim //	enfim	COM
55679	57555	e ela tinha essa ideia de fazer esse clube / e etecetera / eu falei não / tá //	e aí ela tinha essa ideia de fazer esse clube	COB
57555	58051	e ela tinha essa ideia de fazer esse clube / e etecetera / eu falei não / tá //	e et cetera	APC
58051	58691	e ela tinha essa ideia de fazer esse clube / e etecetera / eu falei não / tá //	eu falei não	INT
58691	59193	e ela tinha essa ideia de fazer esse clube / e etecetera / eu falei não / tá //	tá	COM
59821	61678	e aí sempre ficava na ideia da imaginação //	e aí sempre ficava na ideia da imaginação	COM
61678	62426	chegou a quarentena / ela falou / ótimo // 	chegou a quarentena	TOP
62426	62814	chegou a quarentena / ela falou / ótimo // 	ela falou	INT
62814	63449	chegou a quarentena / ela falou / ótimo // 	ótimo	COM
63449	64387	agora tenho tempo / disponível pra isso / cê anima entrar nessa / eu falei / vão bora //	agora tenho tempo	COB
64387	65316	agora tenho tempo / disponível pra isso / cê anima entrar nessa / eu falei / vão bora //	disponível pra isso	APC
65316	66257	agora tenho tempo / disponível pra isso / cê anima entrar nessa / eu falei / vão bora //	cê anima entrar nessa	COB
66257	66429	agora tenho tempo / disponível pra isso / cê anima entrar nessa / eu falei / vão bora //	eu falei	INT
66429	66980	agora tenho tempo / disponível pra isso / cê anima entrar nessa / eu falei / vão bora //	vão bora	COM
67548	69028	entrando como coadjuvante / né / o projeto é dela / e aí eu sou esse bonequinho aqui que / vão bora //	entrando como coadjuvante	COB
69028	69285	entrando como coadjuvante / né / o projeto é dela / e aí eu sou esse bonequinho aqui que / vão bora //	né	AUX
69285	70269	entrando como coadjuvante / né / o projeto é dela / e aí eu sou esse bonequinho aqui que / vão bora //	o projeto é dela	PAR
70269	72901	entrando como coadjuvante / né / o projeto é dela / e aí eu sou esse bonequinho aqui que / vão bora //	e aí eu sou esse bonequinho aqui que	COB
72901	73414	entrando como coadjuvante / né / o projeto é dela / e aí eu sou esse bonequinho aqui que / vão bora //	vão bora	COM
73414	73865	bota fé //	bota fé	COM
73865	74742	não é que eu não tenha ideia / mas assim / o negócio é dela / né //	não é que eu não tenha idéia	COB
74742	75653	não é que eu não tenha ideia / mas assim / o negócio é dela / né //	mas assim	INT
75653	76513	não é que eu não tenha ideia / mas assim / o negócio é dela / né //	o negócio é dela	COM
76513	76805	não é que eu não tenha ideia / mas assim / o negócio é dela / né //	né	AUX
76805	77115	é //	é	COM
77115	77752	diferente //	diferente	COM
78503	78989	e aí comprei / tava fazendo a arte tudo os negócio / toda semana a gente se reunia pelo menos duas vezes por semana / e mandando e-mail pra convidada / e aquela coisinha gostosa assim de movimentação / sabe //	e aí comprei	COB
78989	80561	e aí comprei / tava fazendo a arte tudo os negócio / toda semana a gente se reunia pelo menos duas vezes por semana / e mandando e-mail pra convidada / e aquela coisinha gostosa assim de movimentação / sabe //	tava fazendo a arte tudo os negócio	COB
80561	83244	e aí comprei / tava fazendo a arte tudo os negócio / toda semana a gente se reunia pelo menos duas vezes por semana / e mandando e-mail pra convidada / e aquela coisinha gostosa assim de movimentação / sabe //	toda semana a gente se reunia pelo menos duas vezes por semana	COB
83244	85110	e aí comprei / tava fazendo a arte tudo os negócio / toda semana a gente se reunia pelo menos duas vezes por semana / e mandando e-mail pra convidada / e aquela coisinha gostosa assim de movimentação / sabe //	e mandando e-mail pra convidada	COB
85110	87543	e aí comprei / tava fazendo a arte tudo os negócio / toda semana a gente se reunia pelo menos duas vezes por semana / e mandando e-mail pra convidada / e aquela coisinha gostosa assim de movimentação / sabe //	e aquela coisinha gostosa assim de movimentação	COM
87543	87834	e aí comprei / tava fazendo a arte tudo os negócio / toda semana a gente se reunia pelo menos duas vezes por semana / e mandando e-mail pra convidada / e aquela coisinha gostosa assim de movimentação / sabe //	sabe	AUX
89047	89913	e aí no que isso tava acontecendo / eu tive a ideia de escrever um artigo / e falei com minha amiga / Nossa //	e aí no que isso tava acontecendo	TOP
89913	91343	e aí no que isso tava acontecendo / eu tive a ideia de escrever um artigo / e falei com minha amiga / Nossa //	eu tive a ideia de escrever um artigo	COB
91343	92140	e aí no que isso tava acontecendo / eu tive a ideia de escrever um artigo / e falei com minha amiga / Nossa //	e falei com minha amiga	INT
92140	92888	e aí no que isso tava acontecendo / eu tive a ideia de escrever um artigo / e falei com minha amiga / Nossa //	Nossa	COM
92888	94180	e é minha amiga lá de São Carlos //	e é minha amiga lá de São Carlos	COM
94623	96254	que a gente retomou contato na quarentena assim / de uma forma mais [/1] mais intensa assim e gostosa //	que a gente retomou contato na quarentena assim	COB
96254	97376	que a gente retomou contato na quarentena assim / de uma forma mais [/1] mais intensa assim e gostosa //	de uma forma mais [/1]	SCA
97376	98889	que a gente retomou contato na quarentena assim / de uma forma mais [/1] mais intensa assim e gostosa //	mais intensa assim e gostosa	COM
99553	100085	e aí / eu falei com ela / não / vamo fazer esse artigo acontecer / e ela falou / Nossa / vou falar com a minha orientadora / e aí falou pra orientadora dela / e aí a gente falou / Nossa / é agora / esse artigo / enfim //	e aí	AUX
100085	100650	e aí / eu falei com ela / não / vamo fazer esse artigo acontecer / e ela falou / Nossa / vou falar com a minha orientadora / e aí falou pra orientadora dela / e aí a gente falou / Nossa / é agora / esse artigo / enfim //	eu falei com ela	INT
100650	100915	e aí / eu falei com ela / não / vamo fazer esse artigo acontecer / e ela falou / Nossa / vou falar com a minha orientadora / e aí falou pra orientadora dela / e aí a gente falou / Nossa / é agora / esse artigo / enfim //	não	AUX
100915	102900	e aí / eu falei com ela / não / vamo fazer esse artigo acontecer / e ela falou / Nossa / vou falar com a minha orientadora / e aí falou pra orientadora dela / e aí a gente falou / Nossa / é agora / esse artigo / enfim //	vamo fazer esse artigo acontecer	COB
102900	103344	e aí / eu falei com ela / não / vamo fazer esse artigo acontecer / e ela falou / Nossa / vou falar com a minha orientadora / e aí falou pra orientadora dela / e aí a gente falou / Nossa / é agora / esse artigo / enfim //	e ela falou	INT
103344	103679	e aí / eu falei com ela / não / vamo fazer esse artigo acontecer / e ela falou / Nossa / vou falar com a minha orientadora / e aí falou pra orientadora dela / e aí a gente falou / Nossa / é agora / esse artigo / enfim //	Nossa	COB
103679	104757	e aí / eu falei com ela / não / vamo fazer esse artigo acontecer / e ela falou / Nossa / vou falar com a minha orientadora / e aí falou pra orientadora dela / e aí a gente falou / Nossa / é agora / esse artigo / enfim //	vou falar com a minha orientadora	COB
104757	106130	e aí / eu falei com ela / não / vamo fazer esse artigo acontecer / e ela falou / Nossa / vou falar com a minha orientadora / e aí falou pra orientadora dela / e aí a gente falou / Nossa / é agora / esse artigo / enfim //	e aí falou pra orientadora dela	COB
106130	106712	e aí / eu falei com ela / não / vamo fazer esse artigo acontecer / e ela falou / Nossa / vou falar com a minha orientadora / e aí falou pra orientadora dela / e aí a gente falou / Nossa / é agora / esse artigo / enfim //	e aí a gente falou	SCA
106712	107141	e aí / eu falei com ela / não / vamo fazer esse artigo acontecer / e ela falou / Nossa / vou falar com a minha orientadora / e aí falou pra orientadora dela / e aí a gente falou / Nossa / é agora / esse artigo / enfim //	Nossa	COB
107141	107721	e aí / eu falei com ela / não / vamo fazer esse artigo acontecer / e ela falou / Nossa / vou falar com a minha orientadora / e aí falou pra orientadora dela / e aí a gente falou / Nossa / é agora / esse artigo / enfim //	é agora	CMM
107721	108332	e aí / eu falei com ela / não / vamo fazer esse artigo acontecer / e ela falou / Nossa / vou falar com a minha orientadora / e aí falou pra orientadora dela / e aí a gente falou / Nossa / é agora / esse artigo / enfim //	esse artigo	CMM
108332	108795	e aí / eu falei com ela / não / vamo fazer esse artigo acontecer / e ela falou / Nossa / vou falar com a minha orientadora / e aí falou pra orientadora dela / e aí a gente falou / Nossa / é agora / esse artigo / enfim //	enfim	COM
109324	111392	começamo já a fazer uma pasta no drive / e discutir / enfim / aí é uma reunião por semana / de novo //	começamo já a fazer uma pasta no drive	COB
111392	112120	começamo já a fazer uma pasta no drive / e discutir / enfim / aí é uma reunião por semana / de novo //	e discutir 	COB
112120	112547	começamo já a fazer uma pasta no drive / e discutir / enfim / aí é uma reunião por semana / de novo //		
112547	112850	começamo já a fazer uma pasta no drive / e discutir / enfim / aí é uma reunião por semana / de novo //	enfim	AUX
112850	114072	começamo já a fazer uma pasta no drive / e discutir / enfim / aí é uma reunião por semana / de novo //	aí é uma reunião por semana	COB
114072	114496	começamo já a fazer uma pasta no drive / e discutir / enfim / aí é uma reunião por semana / de novo //	de novo	COM
115690	116850	e aí / eu já tinha passado no pemegê //	e aí	AUX
116850	118470	e aí / eu já tinha passado no pemegê //	eu já tinha passado no pemegê	COM
118470	120327	no programa de monitoria da faculdade //	no programa de monitoria da faculdade	COM
120955	123333	só que como as parada tavam meio incerta assim / porque &n [/1] né / ia parar tudo / então vou monitorar quem / et cetera / a gente nũ [/3] enfim / nũ sabia o que que ia acontecer / nũ tinha recebido nenhuma bolsa ainda né / tinha acabado de acontecer o processo / e a mulher foi lá e falou olha &e [/1] a minha tutora né / ela falou assim / eu tinha a possibilidade de / cancelar as bolsas / e a gente volta quando retomar aula / mas tem como a gente fazer alguns trabalhos aqui nos bastidores / que acho que seria interessante da gente desenvolver //	só que como as parada tavam meio incerta assim	TOP
123333	123678	só que como as parada tavam meio incerta assim / porque &n [/1] né / ia parar tudo / então vou monitorar quem / et cetera / a gente nũ [/3] enfim / nũ sabia o que que ia acontecer / nũ tinha recebido nenhuma bolsa ainda né / tinha acabado de acontecer o processo / e a mulher foi lá e falou olha &e [/1] a minha tutora né / ela falou assim / eu tinha a possibilidade de / cancelar as bolsas / e a gente volta quando retomar aula / mas tem como a gente fazer alguns trabalhos aqui nos bastidores / que acho que seria interessante da gente desenvolver //	porque &n [/1]	PAR
123678	123884	só que como as parada tavam meio incerta assim / porque &n [/1] né / ia parar tudo / então vou monitorar quem / et cetera / a gente nũ [/3] enfim / nũ sabia o que que ia acontecer / nũ tinha recebido nenhuma bolsa ainda né / tinha acabado de acontecer o processo / e a mulher foi lá e falou olha &e [/1] a minha tutora né / ela falou assim / eu tinha a possibilidade de / cancelar as bolsas / e a gente volta quando retomar aula / mas tem como a gente fazer alguns trabalhos aqui nos bastidores / que acho que seria interessante da gente desenvolver //	né	PAR
123884	124797	só que como as parada tavam meio incerta assim / porque &n [/1] né / ia parar tudo / então vou monitorar quem / et cetera / a gente nũ [/3] enfim / nũ sabia o que que ia acontecer / nũ tinha recebido nenhuma bolsa ainda né / tinha acabado de acontecer o processo / e a mulher foi lá e falou olha &e [/1] a minha tutora né / ela falou assim / eu tinha a possibilidade de / cancelar as bolsas / e a gente volta quando retomar aula / mas tem como a gente fazer alguns trabalhos aqui nos bastidores / que acho que seria interessante da gente desenvolver //	ia parar tudo	PAR
124797	126007	só que como as parada tavam meio incerta assim / porque &n [/1] né / ia parar tudo / então vou monitorar quem / et cetera / a gente nũ [/3] enfim / nũ sabia o que que ia acontecer / nũ tinha recebido nenhuma bolsa ainda né / tinha acabado de acontecer o processo / e a mulher foi lá e falou olha &e [/1] a minha tutora né / ela falou assim / eu tinha a possibilidade de / cancelar as bolsas / e a gente volta quando retomar aula / mas tem como a gente fazer alguns trabalhos aqui nos bastidores / que acho que seria interessante da gente desenvolver //	então vou monitorar quem	PAR
126007	127426	só que como as parada tavam meio incerta assim / porque &n [/1] né / ia parar tudo / então vou monitorar quem / et cetera / a gente nũ [/3] enfim / nũ sabia o que que ia acontecer / nũ tinha recebido nenhuma bolsa ainda né / tinha acabado de acontecer o processo / e a mulher foi lá e falou olha &e [/1] a minha tutora né / ela falou assim / eu tinha a possibilidade de / cancelar as bolsas / e a gente volta quando retomar aula / mas tem como a gente fazer alguns trabalhos aqui nos bastidores / que acho que seria interessante da gente desenvolver //	et cetera	PAR
127426	130063	só que como as parada tavam meio incerta assim / porque &n [/1] né / ia parar tudo / então vou monitorar quem / et cetera / a gente nũ [/3] enfim / nũ sabia o que que ia acontecer / nũ tinha recebido nenhuma bolsa ainda né / tinha acabado de acontecer o processo / e a mulher foi lá e falou olha &e [/1] a minha tutora né / ela falou assim / eu tinha a possibilidade de / cancelar as bolsas / e a gente volta quando retomar aula / mas tem como a gente fazer alguns trabalhos aqui nos bastidores / que acho que seria interessante da gente desenvolver //	a gente nũ [/3]	EMP
130063	130503	só que como as parada tavam meio incerta assim / porque &n [/1] né / ia parar tudo / então vou monitorar quem / et cetera / a gente nũ [/3] enfim / nũ sabia o que que ia acontecer / nũ tinha recebido nenhuma bolsa ainda né / tinha acabado de acontecer o processo / e a mulher foi lá e falou olha &e [/1] a minha tutora né / ela falou assim / eu tinha a possibilidade de / cancelar as bolsas / e a gente volta quando retomar aula / mas tem como a gente fazer alguns trabalhos aqui nos bastidores / que acho que seria interessante da gente desenvolver //	enfim	AUX
130503	131502	só que como as parada tavam meio incerta assim / porque &n [/1] né / ia parar tudo / então vou monitorar quem / et cetera / a gente nũ [/3] enfim / nũ sabia o que que ia acontecer / nũ tinha recebido nenhuma bolsa ainda né / tinha acabado de acontecer o processo / e a mulher foi lá e falou olha &e [/1] a minha tutora né / ela falou assim / eu tinha a possibilidade de / cancelar as bolsas / e a gente volta quando retomar aula / mas tem como a gente fazer alguns trabalhos aqui nos bastidores / que acho que seria interessante da gente desenvolver //	nũ sabia o que que ia acontecer	COB
131502	132715	só que como as parada tavam meio incerta assim / porque &n [/1] né / ia parar tudo / então vou monitorar quem / et cetera / a gente nũ [/3] enfim / nũ sabia o que que ia acontecer / nũ tinha recebido nenhuma bolsa ainda né / tinha acabado de acontecer o processo / e a mulher foi lá e falou olha &e [/1] a minha tutora né / ela falou assim / eu tinha a possibilidade de / cancelar as bolsas / e a gente volta quando retomar aula / mas tem como a gente fazer alguns trabalhos aqui nos bastidores / que acho que seria interessante da gente desenvolver //	nũ tinha recebido nenhuma bolsa ainda né	PAR
132715	134762	só que como as parada tavam meio incerta assim / porque &n [/1] né / ia parar tudo / então vou monitorar quem / et cetera / a gente nũ [/3] enfim / nũ sabia o que que ia acontecer / nũ tinha recebido nenhuma bolsa ainda né / tinha acabado de acontecer o processo / e a mulher foi lá e falou olha &e [/1] a minha tutora né / ela falou assim / eu tinha a possibilidade de / cancelar as bolsas / e a gente volta quando retomar aula / mas tem como a gente fazer alguns trabalhos aqui nos bastidores / que acho que seria interessante da gente desenvolver //	tinha acabado de acontecer o processo	PAR
134762	136371	só que como as parada tavam meio incerta assim / porque &n [/1] né / ia parar tudo / então vou monitorar quem / et cetera / a gente nũ [/3] enfim / nũ sabia o que que ia acontecer / nũ tinha recebido nenhuma bolsa ainda né / tinha acabado de acontecer o processo / e a mulher foi lá e falou olha &e [/1] a minha tutora né / ela falou assim / eu tinha a possibilidade de / cancelar as bolsas / e a gente volta quando retomar aula / mas tem como a gente fazer alguns trabalhos aqui nos bastidores / que acho que seria interessante da gente desenvolver //	e a mulher foi lá e falou olha & [/1]	COB
136371	137155	só que como as parada tavam meio incerta assim / porque &n [/1] né / ia parar tudo / então vou monitorar quem / et cetera / a gente nũ [/3] enfim / nũ sabia o que que ia acontecer / nũ tinha recebido nenhuma bolsa ainda né / tinha acabado de acontecer o processo / e a mulher foi lá e falou olha &e [/1] a minha tutora né / ela falou assim / eu tinha a possibilidade de / cancelar as bolsas / e a gente volta quando retomar aula / mas tem como a gente fazer alguns trabalhos aqui nos bastidores / que acho que seria interessante da gente desenvolver //	a minha tutora	PAR
137155	137394	só que como as parada tavam meio incerta assim / porque &n [/1] né / ia parar tudo / então vou monitorar quem / et cetera / a gente nũ [/3] enfim / nũ sabia o que que ia acontecer / nũ tinha recebido nenhuma bolsa ainda né / tinha acabado de acontecer o processo / e a mulher foi lá e falou olha &e [/1] a minha tutora né / ela falou assim / eu tinha a possibilidade de / cancelar as bolsas / e a gente volta quando retomar aula / mas tem como a gente fazer alguns trabalhos aqui nos bastidores / que acho que seria interessante da gente desenvolver //	né	PAR
137394	137909	só que como as parada tavam meio incerta assim / porque &n [/1] né / ia parar tudo / então vou monitorar quem / et cetera / a gente nũ [/3] enfim / nũ sabia o que que ia acontecer / nũ tinha recebido nenhuma bolsa ainda né / tinha acabado de acontecer o processo / e a mulher foi lá e falou olha &e [/1] a minha tutora né / ela falou assim / eu tinha a possibilidade de / cancelar as bolsas / e a gente volta quando retomar aula / mas tem como a gente fazer alguns trabalhos aqui nos bastidores / que acho que seria interessante da gente desenvolver //	ela falou assim	INT
137909	139845	só que como as parada tavam meio incerta assim / porque &n [/1] né / ia parar tudo / então vou monitorar quem / et cetera / a gente nũ [/3] enfim / nũ sabia o que que ia acontecer / nũ tinha recebido nenhuma bolsa ainda né / tinha acabado de acontecer o processo / e a mulher foi lá e falou olha &e [/1] a minha tutora né / ela falou assim / eu tinha a possibilidade de / cancelar as bolsas / e a gente volta quando retomar aula / mas tem como a gente fazer alguns trabalhos aqui nos bastidores / que acho que seria interessante da gente desenvolver //	eu tinha a possibilidade de	SCA
139845	141078	só que como as parada tavam meio incerta assim / porque &n [/1] né / ia parar tudo / então vou monitorar quem / et cetera / a gente nũ [/3] enfim / nũ sabia o que que ia acontecer / nũ tinha recebido nenhuma bolsa ainda né / tinha acabado de acontecer o processo / e a mulher foi lá e falou olha &e [/1] a minha tutora né / ela falou assim / eu tinha a possibilidade de / cancelar as bolsas / e a gente volta quando retomar aula / mas tem como a gente fazer alguns trabalhos aqui nos bastidores / que acho que seria interessante da gente desenvolver //	cancelar as bolsas	COB
141078	143026	só que como as parada tavam meio incerta assim / porque &n [/1] né / ia parar tudo / então vou monitorar quem / et cetera / a gente nũ [/3] enfim / nũ sabia o que que ia acontecer / nũ tinha recebido nenhuma bolsa ainda né / tinha acabado de acontecer o processo / e a mulher foi lá e falou olha &e [/1] a minha tutora né / ela falou assim / eu tinha a possibilidade de / cancelar as bolsas / e a gente volta quando retomar aula / mas tem como a gente fazer alguns trabalhos aqui nos bastidores / que acho que seria interessante da gente desenvolver //	e a gente volta quando retomar a aula	PAR
143026	145482	só que como as parada tavam meio incerta assim / porque &n [/1] né / ia parar tudo / então vou monitorar quem / et cetera / a gente nũ [/3] enfim / nũ sabia o que que ia acontecer / nũ tinha recebido nenhuma bolsa ainda né / tinha acabado de acontecer o processo / e a mulher foi lá e falou olha &e [/1] a minha tutora né / ela falou assim / eu tinha a possibilidade de / cancelar as bolsas / e a gente volta quando retomar aula / mas tem como a gente fazer alguns trabalhos aqui nos bastidores / que acho que seria interessante da gente desenvolver //	mas tem como a gente fazer alguns trabalhos aqui nos bastidores	COB
145482	147406	só que como as parada tavam meio incerta assim / porque &n [/1] né / ia parar tudo / então vou monitorar quem / et cetera / a gente nũ [/3] enfim / nũ sabia o que que ia acontecer / nũ tinha recebido nenhuma bolsa ainda né / tinha acabado de acontecer o processo / e a mulher foi lá e falou olha &e [/1] a minha tutora né / ela falou assim / eu tinha a possibilidade de / cancelar as bolsas / e a gente volta quando retomar aula / mas tem como a gente fazer alguns trabalhos aqui nos bastidores / que acho que seria interessante da gente desenvolver //	que eu acho que seria interessante da gente desenvolver	COM
147685	149343	então optei por continuar com a bolsa / se cês concordarem / e a gente continua trabalhando //	então optei por continuar com a bolsa	COB
149343	150432	então optei por continuar com a bolsa / se cês concordarem / e a gente continua trabalhando //	se cês concordarem	PAR
150432	150838	então optei por continuar com a bolsa / se cês concordarem / e a gente continua trabalhando //		
150838	152126	então optei por continuar com a bolsa / se cês concordarem / e a gente continua trabalhando //	e a gente continua trabalhando	COM
152126	152802	falei ótimo //	falei ótimo	COM
153018	153731	perfeito //	perfeito	COM
153731	154046	né //	né	COM
154046	155515	melhor que isso impossível assim //	melhor que isso impossível assim	COM
156081	157470	e aí começou a vim demanda / do grupo //	e aí começou a vim demanda	SCA
157470	158208	e aí começou a vim demanda / do grupo //	do grupo	COM
