Begin Time - msec	End Time - msec	Transcription	NTB	InfoStructure	
22614	24066	tipo assim / se ocê / consegue uma coisa melhor / no anteprojeto / seu / benefício no final das contas é muito maior / tendeu //	consegue uma coisa melhor	TOP
24066	25382	tipo assim / se ocê / consegue uma coisa melhor / no anteprojeto / seu / benefício no final das contas é muito maior / tendeu //	no anteprojeto	APT
25382	26587	tipo assim / se ocê / consegue uma coisa melhor / no anteprojeto / seu / benefício no final das contas é muito maior / tendeu //	seu	SCA
26587	28404	tipo assim / se ocê / consegue uma coisa melhor / no anteprojeto / seu / benefício no final das contas é muito maior / tendeu //	benefício no final das contas é muito maior	COM
28404	29130	tipo assim / se ocê / consegue uma coisa melhor / no anteprojeto / seu / benefício no final das contas é muito maior / tendeu //	tendeu	AUX
29130	31483	porque mudar as coisas depois do anteprojeto é muito mais difícil //	porque mudar as coisas depois do anteprojeto é muito mais difícil	COM
33365	33648	<é> / o custo é / muito caro //	<é>	AUX
33648	34712	<é> / o custo é / muito caro //	o custo é	SCA
34712	35383	<é> / o custo é / muito caro //	muito caro	COM
35383	35625	tô / &fr &neu [/2] <falando isso em &g> [/2] em termos de a [/1] aviação geral assim / mas / pra [/1] pro aerodesign o custo é humano hhh / assim / no final das contas hhh //	tô	SCA
35625	35901	tô / &fr &neu [/2] <falando isso em &g> [/2] em termos de a [/1] aviação geral assim / mas / pra [/1] pro aerodesign o custo é humano hhh / assim / no final das contas hhh //	&fr &neu [/2]	EMP
35901	36747	tô / &fr &neu [/2] <falando isso em &g> [/2] em termos de a [/1] aviação geral assim / mas / pra [/1] pro aerodesign o custo é humano hhh / assim / no final das contas hhh //	<falando isso em &g> [/2]	SCA
36747	37108	tô / &fr &neu [/2] <falando isso em &g> [/2] em termos de a [/1] aviação geral assim / mas / pra [/1] pro aerodesign o custo é humano hhh / assim / no final das contas hhh //	em termos de a [/1]	SCA
37108	37964	tô / &fr &neu [/2] <falando isso em &g> [/2] em termos de a [/1] aviação geral assim / mas / pra [/1] pro aerodesign o custo é humano hhh / assim / no final das contas hhh //	aviação geral assim	COB
37964	38292	tô / &fr &neu [/2] <falando isso em &g> [/2] em termos de a [/1] aviação geral assim / mas / pra [/1] pro aerodesign o custo é humano hhh / assim / no final das contas hhh //	mas	AUX
38292	38657	tô / &fr &neu [/2] <falando isso em &g> [/2] em termos de a [/1] aviação geral assim / mas / pra [/1] pro aerodesign o custo é humano hhh / assim / no final das contas hhh //	pra [/1]	EMP
38657	40016	tô / &fr &neu [/2] <falando isso em &g> [/2] em termos de a [/1] aviação geral assim / mas / pra [/1] pro aerodesign o custo é humano hhh / assim / no final das contas hhh //	pro aerodesign o custo é humano hhh	COM
40016	40391	tô / &fr &neu [/2] <falando isso em &g> [/2] em termos de a [/1] aviação geral assim / mas / pra [/1] pro aerodesign o custo é humano hhh / assim / no final das contas hhh //	assim	AUX
40391	41266	tô / &fr &neu [/2] <falando isso em &g> [/2] em termos de a [/1] aviação geral assim / mas / pra [/1] pro aerodesign o custo é humano hhh / assim / no final das contas hhh //	no final das contas hhh	APC
41266	42275	é trabalho //	é trabalho	COM
43493	44530	mas +	mas	AUX
47937	48805	<é> //	<é>	COM
48805	49351	então / tipo assim / se você tem um avião lá / aí &d [/1] eu defini a geometria / aí eu comecei a fazer &a [/1] cálculo estrural / e o cálculo estrutural já depende da geometria / depende de tudo //	então	AUX
49351	49741	então / tipo assim / se você tem um avião lá / aí &d [/1] eu defini a geometria / aí eu comecei a fazer &a [/1] cálculo estrural / e o cálculo estrutural já depende da geometria / depende de tudo //	tipo assim	AUX
49741	51380	então / tipo assim / se você tem um avião lá / aí &d [/1] eu defini a geometria / aí eu comecei a fazer &a [/1] cálculo estrural / e o cálculo estrutural já depende da geometria / depende de tudo //	se você tem um avião lá	COB
51380	51768	então / tipo assim / se você tem um avião lá / aí &d [/1] eu defini a geometria / aí eu comecei a fazer &a [/1] cálculo estrural / e o cálculo estrutural já depende da geometria / depende de tudo //	aí &d [/1]	SCA
51768	53249	então / tipo assim / se você tem um avião lá / aí &d [/1] eu defini a geometria / aí eu comecei a fazer &a [/1] cálculo estrural / e o cálculo estrutural já depende da geometria / depende de tudo //	eu defini a geometria	COB
53249	54343	então / tipo assim / se você tem um avião lá / aí &d [/1] eu defini a geometria / aí eu comecei a fazer &a [/1] cálculo estrural / e o cálculo estrutural já depende da geometria / depende de tudo //	aí eu comecei &a [/1]	SCA
54343	55214	então / tipo assim / se você tem um avião lá / aí &d [/1] eu defini a geometria / aí eu comecei a fazer &a [/1] cálculo estrural / e o cálculo estrutural já depende da geometria / depende de tudo //	cálculo estrutural	COB
55214	57143	então / tipo assim / se você tem um avião lá / aí &d [/1] eu defini a geometria / aí eu comecei a fazer &a [/1] cálculo estrural / e o cálculo estrutural já depende da geometria / depende de tudo //	e o cálculo estrutural já depende geometria	CMM
57143	57849	então / tipo assim / se você tem um avião lá / aí &d [/1] eu defini a geometria / aí eu comecei a fazer &a [/1] cálculo estrural / e o cálculo estrutural já depende da geometria / depende de tudo //	depende de tudo	CMM
58201	59518	aí vem o cara lá do anteprojeto e fala / não / vamo ter que aumentar / trinta centímetros da asa //	aí vem o cara lá do anteprojeto	INT
59518	59868	aí vem o cara lá do anteprojeto e fala / não / vamo ter que aumentar / trinta centímetros da asa //	não	COB
59868	61292	aí vem o cara lá do anteprojeto e fala / não / vamo ter que aumentar / trinta centímetros da asa //	vamo ter que aumentar	COB
61292	62612	aí vem o cara lá do anteprojeto e fala / não / vamo ter que aumentar / trinta centímetros da asa //	trinta centímetros da asa	COM
63155	63891	aí / eu vou ficar / seu filha da puta //	aí 	AUX
63891	64567	aí / eu vou ficar / seu filha da puta //	eu vou ficar	INT
64567	65627	aí / eu vou ficar / seu filha da puta //	seu filha da puta	COM
66447	68239	hhh eu já calculei essa droga [/1] desgraça entendeu / eu nũ vou fazer isso de novo //	hhh eu já calculei essa droga [/1]	SCA
68239	69144	hhh eu já calculei essa droga [/1] desgraça entendeu / eu nũ vou fazer isso de novo //	desgraça entendeu	COB
69144	70181	hhh eu já calculei essa droga [/1] desgraça entendeu / eu nũ vou fazer isso de novo //	eu nũ vou fazer isso de novo	COM
70900	71434	aí / esse é o problema da coisa entendeu //	aí	AUX
71434	72924	aí / esse é o problema da coisa entendeu //	esse é o problema da coisa entendeu	COM
74325	75973	então /  e aí a gente tenta estender / sem fazer o projeto [/1] projeto / detalhado / né /	então	AUX
75973	77016	então /  e aí a gente tenta estender / sem fazer o projeto [/1] projeto / detalhado / né /	e aí a gente tenta estender	COB
77016	78670	então /  e aí a gente tenta estender / sem fazer o projeto [/1] projeto / detalhado / né /	sem fazer o projeto [/1]	SCA
78670	80109	então /  e aí a gente tenta estender / sem fazer o projeto [/1] projeto / detalhado / né /	projeto	SCA
80109	80651	então /  e aí a gente tenta estender / sem fazer o projeto [/1] projeto / detalhado / né /	detalhado	COM
80651	81026	então /  e aí a gente tenta estender / sem fazer o projeto [/1] projeto / detalhado / né /	né /	AUX
81779	83284	o mais tempo possível / pra tentar tirar o melhor avião possível &d [/1] da [/1] que roda umas otimizações lá / umas viagem / &he / e aí a gente faz isso //	o mais tempo possível	COB
83284	85329	o mais tempo possível / pra tentar tirar o melhor avião possível &d [/1] da [/1] que roda umas otimizações lá / umas viagem / &he / e aí a gente faz isso //	pra tentar tirar o melhor avião possível &d [/1]	
85329	85824	o mais tempo possível / pra tentar tirar o melhor avião possível &d [/1] da [/1] que roda umas otimizações lá / umas viagem / &he / e aí a gente faz isso //	da [/1]	EMP
85824	88041	o mais tempo possível / pra tentar tirar o melhor avião possível &d [/1] da [/1] que roda umas otimizações lá / umas viagem / &he / e aí a gente faz isso //	que roda umas otimizações lá	PAR
88041	89282	o mais tempo possível / pra tentar tirar o melhor avião possível &d [/1] da [/1] que roda umas otimizações lá / umas viagem / &he / e aí a gente faz isso //	umas viagem	PAR
89282	90548	o mais tempo possível / pra tentar tirar o melhor avião possível &d [/1] da [/1] que roda umas otimizações lá / umas viagem / &he / e aí a gente faz isso //	&he	TMT
90548	91550	o mais tempo possível / pra tentar tirar o melhor avião possível &d [/1] da [/1] que roda umas otimizações lá / umas viagem / &he / e aí a gente faz isso //	e aí a gente faz isso	COM
91550	92684	por isso que demora tanto //	por isso que demora tanto	COM
92684	93078	e aí / a gente / vê / tipo daí tem um mês pra fazer o projeto detalhado inteiro / construir um avião oficial / normalmente é / tipo assim / o [/1] realmente o avião que a gente vai voar / pra / fazer ensaio nele / que tem essa parte também / e aí / quando a gente vê / eu tô [/2] a gente tá fazendo / análise / em elementos finitos lá / que é aquelas coisa que fica mexendo e / que tem várias corzinhas / bonitinhas e +	e aí	AUX
93078	93655	e aí / a gente / vê / tipo daí tem um mês pra fazer o projeto detalhado inteiro / construir um avião oficial / normalmente é / tipo assim / o [/1] realmente o avião que a gente vai voar / pra / fazer ensaio nele / que tem essa parte também / e aí / quando a gente vê / eu tô [/2] a gente tá fazendo / análise / em elementos finitos lá / que é aquelas coisa que fica mexendo e / que tem várias corzinhas / bonitinhas e +	a gente	SCA
93655	94142	e aí / a gente / vê / tipo daí tem um mês pra fazer o projeto detalhado inteiro / construir um avião oficial / normalmente é / tipo assim / o [/1] realmente o avião que a gente vai voar / pra / fazer ensaio nele / que tem essa parte também / e aí / quando a gente vê / eu tô [/2] a gente tá fazendo / análise / em elementos finitos lá / que é aquelas coisa que fica mexendo e / que tem várias corzinhas / bonitinhas e +	vê 	COB
94142	97359	e aí / a gente / vê / tipo daí tem um mês pra fazer o projeto detalhado inteiro / construir um avião oficial / normalmente é / tipo assim / o [/1] realmente o avião que a gente vai voar / pra / fazer ensaio nele / que tem essa parte também / e aí / quando a gente vê / eu tô [/2] a gente tá fazendo / análise / em elementos finitos lá / que é aquelas coisa que fica mexendo e / que tem várias corzinhas / bonitinhas e +	tipo daí tem um mês pra fazer o projeto detalhado inteiro	SCA
97359	98828	e aí / a gente / vê / tipo daí tem um mês pra fazer o projeto detalhado inteiro / construir um avião oficial / normalmente é / tipo assim / o [/1] realmente o avião que a gente vai voar / pra / fazer ensaio nele / que tem essa parte também / e aí / quando a gente vê / eu tô [/2] a gente tá fazendo / análise / em elementos finitos lá / que é aquelas coisa que fica mexendo e / que tem várias corzinhas / bonitinhas e +	construir um avião oficial	COB
98828	99456	e aí / a gente / vê / tipo daí tem um mês pra fazer o projeto detalhado inteiro / construir um avião oficial / normalmente é / tipo assim / o [/1] realmente o avião que a gente vai voar / pra / fazer ensaio nele / que tem essa parte também / e aí / quando a gente vê / eu tô [/2] a gente tá fazendo / análise / em elementos finitos lá / que é aquelas coisa que fica mexendo e / que tem várias corzinhas / bonitinhas e +	normalmente é	PAR
99456	99868	e aí / a gente / vê / tipo daí tem um mês pra fazer o projeto detalhado inteiro / construir um avião oficial / normalmente é / tipo assim / o [/1] realmente o avião que a gente vai voar / pra / fazer ensaio nele / que tem essa parte também / e aí / quando a gente vê / eu tô [/2] a gente tá fazendo / análise / em elementos finitos lá / que é aquelas coisa que fica mexendo e / que tem várias corzinhas / bonitinhas e +	tipo assim	PAR
99868	100294	e aí / a gente / vê / tipo daí tem um mês pra fazer o projeto detalhado inteiro / construir um avião oficial / normalmente é / tipo assim / o [/1] realmente o avião que a gente vai voar / pra / fazer ensaio nele / que tem essa parte também / e aí / quando a gente vê / eu tô [/2] a gente tá fazendo / análise / em elementos finitos lá / que é aquelas coisa que fica mexendo e / que tem várias corzinhas / bonitinhas e +	o [/1]	EMP
100294	101506	e aí / a gente / vê / tipo daí tem um mês pra fazer o projeto detalhado inteiro / construir um avião oficial / normalmente é / tipo assim / o [/1] realmente o avião que a gente vai voar / pra / fazer ensaio nele / que tem essa parte também / e aí / quando a gente vê / eu tô [/2] a gente tá fazendo / análise / em elementos finitos lá / que é aquelas coisa que fica mexendo e / que tem várias corzinhas / bonitinhas e +	realmente o avião que a gente vai voar	PAR
101506	102256	e aí / a gente / vê / tipo daí tem um mês pra fazer o projeto detalhado inteiro / construir um avião oficial / normalmente é / tipo assim / o [/1] realmente o avião que a gente vai voar / pra / fazer ensaio nele / que tem essa parte também / e aí / quando a gente vê / eu tô [/2] a gente tá fazendo / análise / em elementos finitos lá / que é aquelas coisa que fica mexendo e / que tem várias corzinhas / bonitinhas e +	pra	SCA
102256	103393	e aí / a gente / vê / tipo daí tem um mês pra fazer o projeto detalhado inteiro / construir um avião oficial / normalmente é / tipo assim / o [/1] realmente o avião que a gente vai voar / pra / fazer ensaio nele / que tem essa parte também / e aí / quando a gente vê / eu tô [/2] a gente tá fazendo / análise / em elementos finitos lá / que é aquelas coisa que fica mexendo e / que tem várias corzinhas / bonitinhas e +	fazer ensaio nele	PAR
103393	106072	e aí / a gente / vê / tipo daí tem um mês pra fazer o projeto detalhado inteiro / construir um avião oficial / normalmente é / tipo assim / o [/1] realmente o avião que a gente vai voar / pra / fazer ensaio nele / que tem essa parte também / e aí / quando a gente vê / eu tô [/2] a gente tá fazendo / análise / em elementos finitos lá / que é aquelas coisa que fica mexendo e / que tem várias corzinhas / bonitinhas e +	que tem essa parte também	PAR
106072	106847	e aí / a gente / vê / tipo daí tem um mês pra fazer o projeto detalhado inteiro / construir um avião oficial / normalmente é / tipo assim / o [/1] realmente o avião que a gente vai voar / pra / fazer ensaio nele / que tem essa parte também / e aí / quando a gente vê / eu tô [/2] a gente tá fazendo / análise / em elementos finitos lá / que é aquelas coisa que fica mexendo e / que tem várias corzinhas / bonitinhas e +	e aí	AUX
106847	107726	e aí / a gente / vê / tipo daí tem um mês pra fazer o projeto detalhado inteiro / construir um avião oficial / normalmente é / tipo assim / o [/1] realmente o avião que a gente vai voar / pra / fazer ensaio nele / que tem essa parte também / e aí / quando a gente vê / eu tô [/2] a gente tá fazendo / análise / em elementos finitos lá / que é aquelas coisa que fica mexendo e / que tem várias corzinhas / bonitinhas e +	quando a gente vê	TOP
107726	108079	e aí / a gente / vê / tipo daí tem um mês pra fazer o projeto detalhado inteiro / construir um avião oficial / normalmente é / tipo assim / o [/1] realmente o avião que a gente vai voar / pra / fazer ensaio nele / que tem essa parte também / e aí / quando a gente vê / eu tô [/2] a gente tá fazendo / análise / em elementos finitos lá / que é aquelas coisa que fica mexendo e / que tem várias corzinhas / bonitinhas e +	eu tô [/2]	EMP
108079	109154	e aí / a gente / vê / tipo daí tem um mês pra fazer o projeto detalhado inteiro / construir um avião oficial / normalmente é / tipo assim / o [/1] realmente o avião que a gente vai voar / pra / fazer ensaio nele / que tem essa parte também / e aí / quando a gente vê / eu tô [/2] a gente tá fazendo / análise / em elementos finitos lá / que é aquelas coisa que fica mexendo e / que tem várias corzinhas / bonitinhas e +	a gente tá fazendo	SCA
109154	110293	e aí / a gente / vê / tipo daí tem um mês pra fazer o projeto detalhado inteiro / construir um avião oficial / normalmente é / tipo assim / o [/1] realmente o avião que a gente vai voar / pra / fazer ensaio nele / que tem essa parte também / e aí / quando a gente vê / eu tô [/2] a gente tá fazendo / análise / em elementos finitos lá / que é aquelas coisa que fica mexendo e / que tem várias corzinhas / bonitinhas e +	análise	COB
110293	112081	e aí / a gente / vê / tipo daí tem um mês pra fazer o projeto detalhado inteiro / construir um avião oficial / normalmente é / tipo assim / o [/1] realmente o avião que a gente vai voar / pra / fazer ensaio nele / que tem essa parte também / e aí / quando a gente vê / eu tô [/2] a gente tá fazendo / análise / em elementos finitos lá / que é aquelas coisa que fica mexendo e / que tem várias corzinhas / bonitinhas e +	em elementos finitos lá	COB
112081	113696	e aí / a gente / vê / tipo daí tem um mês pra fazer o projeto detalhado inteiro / construir um avião oficial / normalmente é / tipo assim / o [/1] realmente o avião que a gente vai voar / pra / fazer ensaio nele / que tem essa parte também / e aí / quando a gente vê / eu tô [/2] a gente tá fazendo / análise / em elementos finitos lá / que é aquelas coisa que fica mexendo e / que tem várias corzinhas / bonitinhas e +	que é aquelas coisa que fica mexendo e	PAR
113696	114860	e aí / a gente / vê / tipo daí tem um mês pra fazer o projeto detalhado inteiro / construir um avião oficial / normalmente é / tipo assim / o [/1] realmente o avião que a gente vai voar / pra / fazer ensaio nele / que tem essa parte também / e aí / quando a gente vê / eu tô [/2] a gente tá fazendo / análise / em elementos finitos lá / que é aquelas coisa que fica mexendo e / que tem várias corzinhas / bonitinhas e +	que tem várias corzinhas	PAR
114860	115793	e aí / a gente / vê / tipo daí tem um mês pra fazer o projeto detalhado inteiro / construir um avião oficial / normalmente é / tipo assim / o [/1] realmente o avião que a gente vai voar / pra / fazer ensaio nele / que tem essa parte também / e aí / quando a gente vê / eu tô [/2] a gente tá fazendo / análise / em elementos finitos lá / que é aquelas coisa que fica mexendo e / que tem várias corzinhas / bonitinhas e +	bonitinhas e +	PAR
118171	118808	isso //	isso	COM
118808	119368	isso //	isso	COM
120832	121137	é [/1] é [/1] é / fica bonitinho as coisas / fica satisfatório //	é [/1]	EMP
121137	121350	é [/1] é [/1] é / fica bonitinho as coisas / fica satisfatório //	é [/1]	EMP
121350	121704	é [/1] é [/1] é / fica bonitinho as coisas / fica satisfatório //	é	CMM
121704	122745	é [/1] é [/1] é / fica bonitinho as coisas / fica satisfatório //	fica bonitinho as coisas	CMM
122745	123844	é [/1] é [/1] é / fica bonitinho as coisas / fica satisfatório //	fica satisfatório	CMM
